,name
1215,"HE 1216 400098 Kunchikurve Nagar,,Kalina, Santacruz (E) Congested Area"
1216,"HE 1217 400098 Ghadiyal Chawl,,Shashi Nagar, Kalina, Santacruz East Congested Area"
1217,"HE 1218 400098 Rizvi Building,,Shashi Nagar, Kalina, Santacruz East"
1218,"HE 1219 400098 Gold Star Appartment, C.S.T. Road,Kalina, Santacruz East"
1219,"HE 1220 400098 Dongar Bhartiya Chawl,Kalina Church,St. Merry Church, Santacruz East Congested Area"
1220,"HE 1221 400098 Shri Ram Tailor Chawl,,Shastri Nagar, Kalina, Santacruz East Congested Area"
1221,"HE 1222 400098 Vishwakarma Chawl,Kadam Wadi, Kalina, Santacruz (East) Congested Area"
1222,"HE 1223 400098 Kgn, Sra Society,Motilal Nehru Nagar,Kalina, Santacruz East"
1223,"HE 1224 400098 Annabhau Sathe Hostel,Mumbai University,Kalina, Santacruz(E)"
1224,"HW 1225 400050 Slaughter House Compound,Maharashtra Road,Near Bandra Bus Depot,Bandra (West) Congested Area"
1225,"HW 1226 400050 Maulanan Baba Lane,S.V. Road,Behind Jama Masjid,Bandra (West) Congested Area"
1226,"HW 1227 400050 Jamate-E-Jamooriya Chs,K C Marg,Bandra Reclamation,Bandra (West)"
1227,"HW 1228 400050 Madamwadi Chawl,Madhavrao Sawant Road,Lucky Hotel,Bandra (West) Congested Area"
1228,"HW 1229 400050 Nargis Dutt Nagar,K C Marg,Bandra Reclamation,Bandra (West) Congested Area"
1229,"HW 1230 400050 Amrit Building,Carter Road,Cafe Coffee Day Hotel,Bandra (West)"
1230,"HW 1231 400050 Rajiv Nagar,Bazar Road,Near Noorani Masjid,Bandra (West) Congested Area"
1231,"HW 1232 400050 Zarina Chs,S.V. Road,Near Lucky Hotel,Bandra (West)"
1232,"HW 1233 400050 Falashruti Society,Bandra Reclamation,Bandra (West)"
1233,"HW 1234 400050 Queens Palace,Waterfield Road,Bandra Reclamation,Bandra (West)"
1234,"HW 1235 400050 Rajiv Nagar,Behind Jain Mandir,Bandra (West) Congested Area"
1235,"HW 1236 400050 Slaughter House Compound,S.V. Road,Awami Highschool,Bandra (West) Congested Area"
1236,"HW 1237 400050 Jamat E Jamuriya Chs,K C Marg, Near Telephone Exchange,Bandra (West)"
1237,"HW 1238 400050 Raheeb Building,Maharashtra Nagar,Bandra (West)"
1238,"HW 1239 400050 Area Lal Mitti,Rangsharda Road,Opp Rang Sharda Hotel,Bandra (West) Congested Area"
1239,"HW 1240 400050 Nargis Dutt Nagar,K C Marg,Bandra (West) Congested Area"
1240,"HW 1241 400050 Marwadi Chawl,Bazar Road,Bandra (West) Congested Area"
1241,"HW 1242 400050 Nirmala Colony,St John Baptist Road,Bandra (West)"
1242,"HW 1243 400050 Gonsalves Wadi,Bazar Road,Chinchpokli,Bandra (West) Congested Area"
1243,"HW 1244 400050 Blue Heaven B Tps 3,30 Th Road,Off Linking Road,Bandra (West)"
1244,"HW 1245 400050 Shashtri Nagar No 2,Opp M L Chowky,Bandra (West) Congested Area"
1245,"HW 1246 400050 Bandra Police Quarters,R.K.Patkar Marg,Opp Bhabha Hospital,Bandra (West)"
1246,"HW 1247 400050 Elco Residency,Hill Road,Behind Elco Arcade,Bandra (West)"
1247,"HW 1248 400050 Shantanu Building,St. Martin'S Road,Off Turner Road,Bandra (West)"
1248,"HW 1249 400050 Royal Manor,St. Roque Road,Bandra (West)"
1249,"HW 1250 400050 Jamat E Jamoriya Chs,K. C. Marg,Near Mtnl Office,Bandra (West)"
1250,"HW 1251 400050 Shri Saibaba Sra Chs,S.V. Road,Bandra (West)"
1251,"HW 1252 400050 Shripat Singh Chawl,Kadeshwari Mandir Road,Near Ganesh Mandir,Bandra (West) Congested Area"
1252,"HW 1253 400050 Belfer Building,Waterfield Road,Bandra (West)"
1253,"HW 1254 400050 Transit Camp,A K Vaidya Marg,Bandra (West) Congested Area"
1254,"HW 1255 400050 Bandra Police Quarters,R.K.Patkar Marg,Opp Bhabha Hospital,Bandra (West)"
1255,"HW 1256 400050 Louise -A-Bele Chs,Waroda Road,Behind Lilvati Hospital,Bandra (West)"
1256,"HW 1257 400050 ,Navpada Masjid,Bandra (West) Congested Area"
1257,"HW 1258 400052 Ellora Apartment,4Th Road,Opposite D Sharma Punjab Hotel,Khar (West)"
1258,"HW 1259 400052 Warinpada,Ram Mandir Road,Khar Danda,Khar (West) Congested Area"
1259,"HW 1260 400052 Rajgruha Chs,20Th Road,Khar (W)"
1260,"HW 1261 400052 Lumbini Chs,20Th Road,Khar (W)"
1261,"HW 1262 400052 Amba Apartment,5Th Road,Behind Gupte Hospital,Khar (W)"
1262,"HW 1263 400052 Bawa Hotel,Linking Road,Khar (W)"
1263,"HW 1264 400052 Madhlapada,Govind Patil Road,Khar Danda,Khar (W) Congested Area"
1264,"HW 1265 400052 Khavase House,20Th Road,Khar (W)"
1265,"HW 1266 400052 Jayhind Co-Op. Hsg Soc.,Gulab Nagar,Khar (W)"
1266,"HW 1267 400052 Bhavani Ashish Niketan,Maru Aai Mandir Road,Dandpada,Khar (W)"
1267,"HW 1268 400052 Tulips,4Th Road Union Park,Pali Hill,Khar (W)"
1268,"HW 1269 400052 Laxmi Vihar,Ahimsa Road,Khar (W)"
1269,"HW 1270 400052 Mauli Niwas,Chakki Galli,Khar Danada,Khar (W)"
1270,"HW 1271 400052 Dobra Chawl,New Shankar Gymnasium Khar Danda,Khar (W) Congested Area"
1271,"HW 1272 400052 Jayhind Society,Gulab Nagar Khar Danda,Khar (W)"
1272,"HW 1273 400052 Tulshiram Sadan Hinde House,Pitali Galli,Khar Danada,Khar (W) Congested Area"
1273,"HW 1274 400054 Nav Yuvak Seva Samiti, Pawar Chawl,S B Patil Marg,Gazdharbandh,Santacruz (West) Congested Area"
1274,"HW 1275 400054 Police Quarters,S.V. Road,Near Poddar School,Santacruz (West)"
1275,"HW 1276 400054 Siddhivinayak Galli,S B Patil Marg,Gazdharbandh,Santacruz (West) Congested Area"
1276,"HW 1277 400054 New Venus Chs,Dadabhai Cross Road No. 01,Linking Road Extension,Santacruz (West)"
1277,"HW 1278 400054 Rest Room, Santacruz (W) Bus Depot,Saneguruji Marg, Santacruz (W) Bus Depot,Santacruz (West)"
1278,"HW 1279 400054 Fulwali Galli,Near Bhatia Masjid,Santacruz (West) Congested Area"
1279,"HW 1280 400054 Best Staff Quarters,Sv Road,Chunabhatti Lane,Santacruz (West)"
1280,"HW 1281 400054 Fulwali Chawl Gajdhar Bandh,S B Patil Marg,Nr Kalpana Dairy,Santacruz (West) Congested Area"
1281,"HW 1282 400054 Piraji Shinde Chawl,Sv Road,Opp Khira Nagar,Santacruz (West) Congested Area"
1282,"HW 1283 400054 Serenity Building,Indranarayan Road,Saraswat Colony,Santacruz (West)"
1283,"KE 1284 400047 Amee Building,Dixit Road,Opp Sathe College,Andheri East."
1284,"KE 1285 400050 Aliyavar, Jung Mar, Shastri Nagar,,Vile Parle East Congested Area"
1285,"KE 1286 400053 Sayyad Ajgar Ali Chawl,Gulam Mohamad Chawl,Jagrut Hanuman Mandir,Andheri East. Congested Area"
1286,"KE 1287 400053 Airbus Soc., Koldongri,Jiva Mahale Road,Andheri (E)"
1287,"KE 1288 400057 Durvankur Society,Shahaji Raje Road,Vile Parle East"
1288,"KE 1289 400057 Nehru Nagar,Pipe Line,Savitribai Phule Nagar,Vile Parle East Congested Area"
1289,"KE 1290 400057 Vireshwar Sneh Soc. 2Nd Floor,Near Highway Rose Soc,Santa Janabai Road,Vileparle East"
1290,"KE 1291 400057 Sadhana Aero View Chs,Nanda Patkar Road,Near Dr. Rane Hospital,Vile Parle East."
1291,"KE 1292 400057 Jay Hanuman Society Paranjpe B Scheme,,Road No. 02,Vileparle East"
1292,"KE 1293 400057 Vishwakarma Chawl,Near Swami Narayan Mandir,Azad Road,Vileparle East Congested Area"
1293,"KE 1294 400057 Amidhawal Bldg, S,Ervice Road Of Azad Road,Vile Parle-East, Mumbai-57"
1294,"KE 1295 400057 Gurukrishna Soci,Shahaji Raje Road,,Vile Parle(E) Congested Area"
1295,"KE 1296 400057 Vitthalwadi,Bhagawati Wadi,Dayaldas Road,Vileparle ( E ) Congested Area"
1296,"KE 1297 400057 Ram Bagh,Bamanpada,Near Highway Hotel,Vileparle East Congested Area"
1297,"KE 1298 400057 Kishin Kunj,Jivan Vikash Kendra Marg,Near Pimpaleshwar Mandir,Ville Parle East"
1298,"KE 1299 400057 Shreeji Darshan,,Dixit Cross Road,Vileparle (E)"
1299,"KE 1300 400057 Payawadi Building,Service Road Off Western Express Highway,,Vile Parle East.Mumbai"
1300,"KE 1301 400058 Balabhatt Chawl,Teli Galli,Andheri East Congested Area"
1301,"KE 1302 400059 Marol Police Camp,,Andheri East"
1302,"KE 1303 400059 Kadamwadi,Marol Pipeline,Andheri Kurla Congested Area"
1303,"KE 1304 400059 Technical Area,Marol Pipe Line,,Andheri East Congested Area"
1304,"KE 1305 400059 Ganesh Pada Seva Sangh,Bamanpada,Off. Marol Military Road,Andheri-East Congested Area"
1305,"KE 1306 400059 Great Indira Nagar,Marol Pipe Line,Behind Shiv Mandir,Andheri East. Congested Area"
1306,"KE 1307 400059 Saibaba Nagar,Marol Pipeline,Andheri East Congested Area"
1307,"KE 1308 400059 Aktar Khan Chawl,Near Badi Masjid,,Andheri East Congested Area"
1308,"KE 1309 400059 Bramhanand Chsl,,Shivajinagar,Vileparle East"
1309,"KE 1310 400059 Sanjay Nagar,Ramleela Maidan,Marolpipeline Road,Andheri East Congested Area"
1310,"KE 1311 400059 Mohite Chawl,Bhandar Wada,,Andheri East. Congested Area"
1311,"KE 1312 400059 Tarun Mitra Mandala Chawl,Sagbaugh,,Andheri East. Congested Area"
1312,"KE 1313 400059 Sai Nagar Welfare Association,Jd Maidan,Marolpipeline,Andheri East. Congested Area"
1313,"KE 1314 400059 Bmc Chawl,Mapkhan Nagar,Marol,Andheri East. Congested Area"
1314,"KE 1315 400059 Jai Bhim Nagar,Near Jd Maidan,Marol Pipeline,Andheri East. Congested Area"
1315,"KE 1316 400059 Parvati Bai Chawl,Marol Bhandar Wada,Church Road,Andheri East Congested Area"
1316,"KE 1317 400059 Radhabai Chawl,Chimatpada,Marol,Andheri. Congested Area"
1317,"KE 1318 400059 Chawl No - 11,The Indira Nagar,Marolpipeline.,Andheri. Congested Area"
1318,"KE 1319 400059 Jai Durga Mata Chawl,Mariyum Nagar,,Marol Pipeline. Congested Area"
1319,"KE 1320 400059 Building No 4,Snehsagar Society,Sag Bagh Marol,Andheri East"
1320,"KE 1321 400059 Kankia Seven Building No 7,Sagbagh,Marol,Andheri East"
1321,"KE 1322 400059 Kashi Building,Near Goenka Hall,Jb Nagar,Andheri East"
1322,"KE 1323 400059 Thomas Chawl,,Chimatpada,Andheri East Congested Area"
1323,"KE 1324 400059 Mangu Mhatre Chawl,Bhandarvada,Marol Church Road, Marol,Andheri ( E ) Congested Area"
1324,"KE 1325 400059 Marol Hill View Chs,Marol Military Road, Marol,Andheri ( E )"
1325,"KE 1326 400059 Rajroop Chawl,Chimatpada,Andheri (E) Congested Area"
1326,"KE 1327 400059 Panchavati Building,Opposite To Police Camp,Marol Maroshi Road,Andheri (E)"
1327,"KE 1328 400059 Gaikwad Chawl,Ashok Nagar,Marolpipeline,Andheri (E) Congested Area"
1328,"KE 1329 400059 D'Souza Chawl,Christan Wadi,Marolpipeline,Andheri (E) Congested Area"
1329,"KE 1330 400059 Ram Khillavat Chawl,Krishna Nagar,Near Marol Naka Metro Station,Andheri East Mumbai - 59 Congested Area"
1330,"KE 1331 400059 Building E - 8,Marol Police Camp,Marol,Andheri East"
1331,"KE 1332 400059 Ramdev Yadav Chawl,Krishna Nagar,Marol Naka,Andheri (E) Congested Area"
1332,"KE 1333 400059 Adams House,Opp. To White House,Bhandarwada,Marol,Andheri (E)"
1333,"KE 1334 400059 Chabinath Pandey Chawl,Near Hotel Lalit,Airport Road,Marol,Andheri ( E ) Congested Area"
1334,"KE 1335 400059 Marol Police Colony, A5,Marol,Andheri East, Mumbai."
1335,"KE 1336 400060 Premnagar,Madarsa Masjid, Fish Maket,Jogeshwari East Congested Area"
1336,"KE 1337 400060 Radhabai Chawl, Jhula Maidan,Jhula Maidan,Meghwadi,Jogeshwari East Congested Area"
1337,"KE 1338 400060 Masjid Je,Near Gushan Madina,Jogeshwari East Congested Area"
1338,"KE 1339 400060 Masjid Thakur Maidan Communist Party Galli Je,Prem Nagar Congested Area"
1339,"KE 1340 400060 Satellite Classic Building,Near Jogeshwari Station,Jogeshwari Caves Road,Jogeshwari-East."
1340,"KE 1341 400060 Shankar Somawarli Chawl,,Idgah Maidan,Jogeshwari, East Congested Area"
1341,"KE 1342 400060 Mohhamadi Masid,Amina Nagar,,Jogeshwari East. Congested Area"
1342,"KE 1343 400060 Sultan Ali Chawl,Aman Chowk,Bandra Plot,Jogeeshwari East. Congested Area"
1343,"KE 1344 400060 Achomber Singh Chawl,Majaswadi,Jogeshwari, East Congested Area"
1344,"KE 1345 400060 Sai Gabasti Building,Near Sadbhakti Bus Depot,Jogeshwari East"
1345,"KE 1346 400060 Income Tax Colony,Near Meghawadi Police Station,Jogeshwari East"
1346,"KE 1347 400060 Pascal Colony Near,Dr .Arif Hospital,Bandra Plot Sula Maidan,Jogeshwari East. Congested Area"
1347,"KE 1348 400060 Shivaji Nagar,Fernandis Chawl,Hari Nagar Shankarrao,Jogeshwari East Congested Area"
1348,"KE 1349 400060 Shriram Chawl,Sariput Nagar,Jvlr,Jogeshwari East Congested Area"
1349,"KE 1350 400060 Aajgaonkar Health Centre,Matrupitru Chawl,Aandan Nagar,Datta Tekadi,Jogeshwari East Congested Area"
1350,"KE 1351 400060 Ram Kutir Blng,Natwar Nagar 3,Behind Surajba School,Jogeshwari East"
1351,"KE 1352 400060 Bhajiwali.Chawl,Meghwadi,Jogeshwari East Congested Area"
1352,"KE 1353 400060 Sasane Chawl,Near Timi Mini Church,Prem Nagar,Jogeshawari East Congested Area"
1353,"KE 1354 400060 Armanki Chawl,Amina Nagar,Near Swami Vivekanand School,Meghwadi Road No.2,Jogeshwari ( E ) Congested Area"
1354,"KE 1355 400060 Hari Nagar,Sattarbhai Wadi,Near Khanka Madarsa,Jogeshwari ( E ) Congested Area"
1355,"KE 1356 400064 Bhavani Gujar Chs,Chakala,Ag. Road,Andheri East"
1356,"KE 1357 400069 Damodar Chawl,Mogra Pada,Andheri East Congested Area"
1357,"KE 1358 400069 Kalekhan Chawl, Mograpada,,Andheri East Congested Area"
1358,"KE 1359 400069 Tirupati Balaji,Sahar Rd,Saiwadi,Andheri East Mumbai"
1359,"KE 1360 400069 Sitaram Mithai Wala Chawl,Mogara Pada,Andheri East Congested Area"
1360,"KE 1361 400069 Mestry Apartment, Parsi Panchayat Road,Western Exp. Highway,Andheri East"
1361,"KE 1362 400069 Muncipal Chawl,Near Ashiyana Building,Saiwadi,Andheri East Congested Area"
1362,"KE 1363 400069 Rajshri Accord Chsl,,Teli Galli Cross Road,Andheri East"
1363,"KE 1364 400069 Satyanarayan Building,Meghwadi,Shriniwas Sadan,Andheri East"
1364,"KE 1365 400069 Pratima Building,Koldongri,Andheri East."
1365,"KE 1366 400069 Hansaraj Molak Ram Chawl,Behind Haridam Building,R.K.Sing Marg,Andheri East Congested Area"
1366,"KE 1367 400069 Sangam Chawl Committee,Gundavli Gaothan,,Andheri East. Congested Area"
1367,"KE 1368 400069 Gupta Compound,Opposite To Lodha State,Bhangarwadi,Andheri (E) Congested Area"
1368,"KE 1369 400069 Vishal Chsl,,Ak Road,Andheri East."
1369,"KE 1370 400069 Chandrashekhar Soc,,Swami Nityanand Marg,Andheri East, Mumbai 69."
1370,"KE 1371 400069 Wadar Wada,Koldongri,,Andheri East Congested Area"
1371,"KE 1372 400069 6 A Police Quarters,Mhada Colony,,Andheri East"
1372,"KE 1373 400069 Shukla Chawl,Malpadongri 1,Midc,Andheri East Congested Area"
1373,"KE 1374 400069 Divyajyot Bldg,,R.K.Singh Road,Andheri (E)"
1374,"KE 1375 400076 Mahadev Parab Chawl,Malpadongari No 3,Near Paper Box Company,Andheri (E) Congested Area"
1375,"KE 1376 400093 Sankalp Builidng,Plot No.95,Shere Punjab,Andheri East"
1376,"KE 1377 400093 Ganesh Co-Op Hsg Society, Gautam Nagar,Midc Road,Near Ackruti Centre,Andheri East"
1377,"KE 1378 400093 Laxmikant Tiwari Chawl,Mogarapada,Andheri East Congested Area"
1378,"KE 1379 400093 Manju Appt, Sher-E-Punjab,,Andheri East."
1379,"KE 1380 400093 Poonam Sagar Chs,Poonam Nagar,Mc Road,Andheri East"
1380,"KE 1381 400093 Saivdarshan Utkarsh Chs,Sunder Nagar,Mahakali Caves,Andheri (E)"
1381,"KE 1382 400093 Municipal Colony,,Mahakali Gumfa Road,Andheri East Congested Area"
1382,"KE 1383 400093 Ongc, A,,Poonam Nagar,Andheri (E)"
1383,"KE 1384 400093 Robert Villa,Bamanpuri Village,J.B. Nagar,Andheri ( E ) Congested Area"
1384,"KE 1385 400093 Godwill Society,Kanti Nagar, J.B. Nagar,,Andheri ( E )"
1385,"KE 1386 400093 Takshila Society,,Andheri ( E )"
1386,"KE 1387 400093 Akal Society,Bamanpuri Road,Near Tarun Bharat, Chakala,Andheri ( E)"
1387,"KE 1388 400099 Bihari Chawl, Mahatma Kabir Nagar,Chakala,Sahar Road,Near Cigarette Factory,Andheri East Congested Area"
1388,"KE 1389 400099 Balu Patil Chawl, Tank View,Sahar Village,Andheri (E) Congested Area"
1389,"KE 1390 400099 Prakash Pednekar Chawl,Bhawani Nagar,Sahar Church Pakhadi Rd No 2,Andheri East Congested Area"
1390,"KE 1391 400099 Jai Santoshi Mata Nagar,Sahar Gaon,,Andheri-East Congested Area"
1391,"KE 1392 400099 Shanti Nahar,Sahargaon,Church Pakhadi Road,Andheri East. Congested Area"
1392,"KE 1393 400099 Shree Varad Vinayak Chs,Sambhaji Nagar,Sahar Road,Andheri East."
1393,"KE 1394 400099 Moreshwar Building,Sambhaji Nagar,,Andheri East"
1394,"KE 1395 400099 Bhaji Market,Near Almeda Church,Sahargaon,Andheri East Congested Area"
1395,"KE 1396 400099 Sanjay Gandhi Nagar,M.C.Chagla Marg, Behind Vile Parle Police Station,Opp Hanuman Temple, Near India Post Office,Vile Parle East.Mumbai"
1396,"KE 1397 400099 Itc Maratha,Airport Road,Andheri (E)"
1397,"KE 1398 400099 Vigneshwar Society,Sambhaji Nagar,Sahar Road,Andheri (E)"
1398,"KE 1399 400099 Courier Cell,Eici Terminal,Sahar Village, (Nr. Air Cargo Complex),Andheri (East) Mumbai"
1399,"KE 1400 400099 Gopeshwar Bldg,Near Hanuman Mandir,Parsiwada, Chkala,Andheri (E)"
1400,"KE 1401 400099 Ambedkar Nagar,Near Dr Katke'S Clinic,M.C.Chagla Road,Vile Parle East.Mumbai 99 Congested Area"
1401,"KE 1402 400099 Pandurang Jerry Chawl,Mahatma Nagar, Kabir Nagar,Sahar Road,Andheri ( E ) Congested Area"
1402,"KE 1403 400099 Durga Nagar.,Sahargaon,Jogeshwari East Congested Area"
1403,"KW 1404 400047 Ararat Tower Chs,Jai Bhawani Mata Road,Amboli,Jogeshwari W"
1404,"KW 1405 400047 Sra Building,Gilbert Hill Road,Sagar City,Andheri W"
1405,"KW 1406 400049 Idbi Quarter,Juhu Road,Maker Kundan Garden,Santacruz West"
1406,"KW 1407 400049 Ruia Park, Military Camp,J R Mhatre Road,Near Saibaba Mandir,Juhu Congested Area"
1407,"KW 1408 400049 Chand Soc.,Behind Arogya Nidhi Hospital,Juhu"
1408,"KW 1409 400049 Z Luxury Residences,Devle Road,Pvr Juhu,Andheri West"
1409,"KW 1410 400049 Apna Cottage,Juhu Tara Road,Royal Hotel,Santacruz West"
1410,"KW 1411 400049 Juhu Goathan,Off N.S Road No.13,Near Juhu Bus Depo,Andheri West Congested Area"
1411,"KW 1412 400049 Navtarun Chawl,Vm Road,Nehru Nagar,Andheri W Congested Area"
1412,"KW 1413 400049 Siddhi Vinayak Chawl,Vm Road,Nehru Nagar,Andheri W Congested Area"
1413,"KW 1414 400049 Munnuswami Chawl,Vm Road,Nehru Nagar,Andheri W Congested Area"
1414,"KW 1415 400049 Ganesh Gully,Vm Road,Nehru Nagar,Andheri W Congested Area"
1415,"KW 1416 400049 Balaji Chawl,Vm Road,Nehru Nagar,Andheri W Congested Area"
1416,"KW 1417 400049 Saurashtra Apartment,Gulmohar Road No 11,Jvpd,Andheri W"
1417,"KW 1418 400053 Lalasaheb Wali Chawl,Farooqia Gilburt Hill Road, Near Tashkan Bekary,Andheri West Congested Area"
1418,"KW 1419 400053 Dost Mohd Lala Chawl,J.P Road,Dhake Colony,Andheri W Congested Area"
1419,"KW 1420 400053 Mayfair Marriadion,Ceaser Road,Andheri West"
1420,"KW 1421 400053 Sawant Chawl,Off J.P Road,Tape Dargah,Andheri West Congested Area"
1421,"KW 1422 400053 Belscot Tower,Off P.Tondon Road,Lokhandwala,Andheri West"
1422,"KW 1423 400053 Sheetal Building,P Tondon Road,Lokhandwala,Andheri West"
1423,"KW 1424 400053 Raheja Classic,New Link Road,Infinity Mall,Andheri West"
1424,"KW 1425 400053 Kismat Nagar,New Link Road,Behraum Baug,Andheri West Congested Area"
1425,"KW 1426 400054 Juhu Residency Hotel.,Juhu Tara Road,Santacruz West Congested Area"
1426,"KW 1427 400054 Juhu Koliwada,Juhu Tara Road,Behind Juhu Koliwada Bustop,Santacruz West Congested Area"
1427,"KW 1428 400054 Meherbux Colony,Juhu Tara Road,Near Royal Hotel,Santacruz West Congested Area"
1428,"KW 1429 400056 Juhu Police Station,V M Road,Near Kalaniketan,Vileparle West"
1429,"KW 1430 400056 Hemu Plaza,Dasratlal Joshi Road, Near Mcdonalds, Vile Parle West"
1430,"KW 1431 400056 Anna Chawl,Nehru Nagar,Vile Parle West Congested Area"
1431,"KW 1432 400056 Vaibhav Laxmi Chawl,Nehru Nagar,Vile Parle West Congested Area"
1432,"KW 1433 400056 Shree Ganesh Chawl,Nehru Nagar,Vile Parle West Congested Area"
1433,"KW 1434 400056 Arjun/ Samta Chawl,Newhru Nagar,Vile Parle West Congested Area"
1434,"KW 1435 400056 Staff Room,,Vile Parle West"
1435,"KW 1436 400056 Raman Chawl,Neharu Nagar,Ville Parle West."
1436,"KW 1437 400056 Balaji Chawl,Neharu Nagar,Ville Parle West. Congested Area"
1437,"KW 1438 400056 Shitala Devi Chawl,Neharu Nagar,Ville Parle West. Congested Area"
1438,"KW 1439 400056 Hanuman Chawl 2,V.M Road,Nehru Nagar,Vileparle West Congested Area"
1439,"KW 1440 400056 Shakti Chawl,V.M Road,Nehru Nagar,Vileparle West Congested Area"
1440,"KW 1441 400056 Jaihind Chawl, Neharu Nagar,Off V.M Road,Nera Shitaladevi Mata Mandir,Vileparle West Congested Area"
1441,"KW 1442 400056 Jitendra Chs,Dadabhai Cross Road No 1,S.V Road,Vileparle West"
1442,"KW 1443 400056 Manikam Chawl No2,V M Road,Nehru Nagar,Vileparle West Congested Area"
1443,"KW 1444 400056 Om Shivam Society,Off Irla Road,Near Diamond Chemist,Vile Parle West"
1444,"KW 1445 400056 Kandawami Chawl,V.M. Road,Nehru Nagar,Vile Parle West Congested Area"
1445,"KW 1446 400056 Babubhai Chawl,V M Road,Nehru Nagar,Vile Parle West Congested Area"
1446,"KW 1447 400056 Kalimata Chawl,V M Road,Nehru Nagar,Vile Parle West Congested Area"
1447,"KW 1448 400056 Hanuman Chawl,V M Road,Nehru Nagar,Vile Parle West Congested Area"
1448,"KW 1449 400056 Gandhi Chawl,V M Road,Nehru Nagar,Vile Parle West Congested Area"
1449,"KW 1450 400056 Pacific Tower,Gilbert Hill Road,Sagar City,Andheri West"
1450,"KW 1451 400056 Dr Ambedkar Chawl,V M Road,Opp Mithibai College,Andheri W Congested Area"
1451,"KW 1452 400056 New Police Line,J P Road,Andheri W"
1452,"KW 1453 400056 Rosaline Building,St Braz Road,Opp Jack N Jill School,Vile Parle West"
1453,"KW 1454 400056 Regency Apartment,St Braz Road,Vile Parle West"
1454,"KW 1455 400056 Nirmal Bhuvan,Ansari Road,Near Kapol Bank,Vile Parle West"
1455,"KW 1456 400056 Criyado Chawl,Dadabhai Crosss Rd No 2,Tape Village,Andheri West Congested Area"
1456,"KW 1457 400056 Juhu Ruia Park,Mhatre Road,Near Rutumbara College,Andheri West Congested Area"
1457,"KW 1458 400056 Ramdev Naik Chawl,Yari Road,Sai Ganesh Mandir,Andheri West Congested Area"
1458,"KW 1459 400056 Nutan Abhishek Building,Cross Lane,Lokhandwala,Andheri West"
1459,"KW 1460 400056 Acme Bidg,Lala Lajpatari Road,Andheri West"
1460,"KW 1461 400056 Mahavir Bldg,K D Road,Andheri West"
1461,"KW 1462 400056 Kartik Chawl,V M Road,Nehru Nagar,Vileparle W Congested Area"
1462,"KW 1463 400056 Shiv Sai Chawl,V M Road,Nehru Nagar,Vileparle W Congested Area"
1463,"KW 1464 400056 Hanuman Chawl No. 2,V M Road,Nehru Nagar,Vileparle W Congested Area"
1464,"KW 1465 400056 Farooq Fitar Chawl,Gaondevi Road,Gaodevi Dongri,Andheri West Congested Area"
1465,"KW 1466 400056 Sikandar Lala Chawl,Off J.P Raod,Near Navrang Cinema,Andheri West Congested Area"
1466,"KW 1467 400056 Patkar Compound,Gillbert Hill Raod,Andheri West Congested Area"
1467,"KW 1468 400056 Aminabee Chawl,Opp Mahial Mandal,Andheri West Congested Area"
1468,"KW 1469 400056 Sidhrudh Mata,Juhu Galli,Dhangarwadi,Andheri West Congested Area"
1469,"KW 1470 400056 Dn Nagar Police Officer Quarter,D.N Nagar Police Station,Andheri West"
1470,"KW 1471 400056 Ramesh Nagar,Jai Bhavani Mata Road,Makadpada,Andheri West Congested Area"
1471,"KW 1472 400056 Andaz Chs,Juhu Galli,Opp Navnit Showroom,Andheri West"
1472,"KW 1473 400056 Durai Chawl,Gillbert Hill Rao,Gilbert Hill,Andheri West Congested Area"
1473,"KW 1474 400056 Nana Mistry Chawl,Off J.P Road,Behind Navrang Cinema,Andheri West Congested Area"
1474,"KW 1475 400056 Jai Shiv Shakti Chawl,Vm Road,Nehru Ngar,Vileparle W Congested Area"
1475,"KW 1476 400056 Ambe Mata Chawl,Vm Road,Nehru Ngar,Vileparle W Congested Area"
1476,"KW 1477 400056 Ramaswami Chawl,Vm Road,Nehru Ngar,Vileparle W Congested Area"
1477,"KW 1478 400056 Sagar Kutir Seva Sangh,J . P Road,Seven Bunglow,Andheri W Congested Area"
1478,"KW 1479 400056 Narayan Niwas,Bunder Road,Buddha Galli,Andheri W"
1479,"KW 1480 400056 Irla Lane,Beside Brisil Appt,Vile Parle West Congested Area"
1480,"KW 1481 400056 Kumar Chawl,Vm Road,Nehru Nagar,Vile Parle West Congested Area"
1481,"KW 1482 400058 Dhangar Wadi, Juhu Galli,Wireless Road,Near Siddharudh Mathha,Andheri West Congested Area"
1482,"KW 1483 400058 Laxmi Welfare Society, Dhangar Wadi,Juhu Galli,Andheri West Congested Area"
1483,"KW 1484 400058 Sanjay Nagar,Dadabhai Cross Road, Andheri West Congested Area"
1484,"KW 1485 400058 Samta Nagar, C.D. Barfiwala Road,Near Noor Masjid,Andheri West Congested Area"
1485,"KW 1486 400058 Juned Nagar,C.D. Barfiwala Road, Behind Yellamamata Mandir,Andheri West Congested Area"
1486,"KW 1487 400058 Sukur House,Mandavi Galli,Varsova Village,Andheri West Congested Area"
1487,"KW 1488 400058 Bole House, Tere Galli,Varsova Village,Andheri West Congested Area"
1488,"KW 1489 400058 Manish Nagar, Four Bunglow,Andheri West"
1489,"KW 1490 400058 Abdul Rasool Chawl,Makka Masjid,Andheri West Congested Area"
